class	class_label	synonyms	GARD	NCIT	OMIM	DOID	Orphanet	is_gard_rare	is_mondo_rare	is_rare	is_leaf
MONDO:0008668	von Willebrand disease 1	VON WILLEBRAND disease, type 1; VWD1|von Willebrand's disease type 1|von willebrand's disease 1|VWD type 1|von Willebrand disease type I|Von Willebrand disease, type 1|VWD1|VON WILLEBRAND disease, type 1|von Willebrand disease type 1|VWD, type 1		NCIT:C131685	OMIM:193400	DOID:0060573	Orphanet:166078	False	True	True	True
MONDO:0017165	bile acid CoA ligase deficiency and defective amidation						Orphanet:276066	False	True	True	True
MONDO:0003410	Wolffian duct adenocarcinoma	mesonephric duct adenocarcinoma|Wolffian duct adenocarcinoma|cervical mesonephric adenocarcinoma		NCIT:C40254		DOID:5368		False	True	True	True
MONDO:0015529	paroxysmal Hemicrania		GARD:0010794				Orphanet:157835	True	True	True	True
MONDO:0013637	primary biliary cholangitis 5	biliary cirrhosis, primary, 5|biliary cirrhosis, primary, 5; PBC5|PBC5			OMIM:614221			False	True	True	True
MONDO:0013784	lethal neonatal spasticity-epileptic encephalopathy syndrome	rigidity and multifocal seizure syndrome, lethal neonatal; RMFSL|RMFSL|lethal neonatal rigidity-multifocal seizure syndrome|rigidity and multifocal seizure syndrome, lethal neonatal			OMIM:614498		Orphanet:435845	False	True	True	True
MONDO:0015002	epileptic encephalopathy, early infantile, 49	early infantile epileptic encephalopathy caused by mutation in DENND5A|epileptic encephalopathy, early infantile, 49|DENND5A early infantile epileptic encephalopathy|EIEE49|epileptic encephalopathy, early infantile, 49; EIEE49|epileptic encephalopathy, early infantile, type 49			OMIM:617281			False	True	True	True
MONDO:0029130	polydactyly, postaxial, type A8	PAPA8|polydactyly, postaxial, type A8; PAPA8			OMIM:618123			False	True	True	True
MONDO:0012394	multiple synostoses syndrome 2	multiple synostoses syndrome type 2|multiple synostoses syndrome 2; SYNS2|multiple synostoses syndrome 2|multiple synostoses syndrome caused by mutation in GDF5|GDF5 multiple synostoses syndrome|SYNS2	GARD:0009916		OMIM:610017			True	True	True	True
MONDO:0010074	BCYM1B	spondyloepiphyseal dysplasia tarda, Toledo type|Sed, chondroitin sulfate type|brachyolmia type 1, Toledo type; BCYM1B|brachyolmia type 1, Toledo type|BCYM1B|PAPS-chondroitin sulfate sulfotransferase deficiency			OMIM:271630		Orphanet:93303	False	True	True	True
MONDO:0010606	hernia, anterior diaphragmatic	hernia, anterior diaphragmatic			OMIM:306950			False	True	True	True
MONDO:0011968	autosomal recessive limb-girdle muscular dystrophy type 2D	SGCA autosomal recessive limb-girdle muscular dystrophy|limb-girdle muscular dystrophy, type 2D|primary adhalinopathy|muscular dystrophy, limb-girdle, type 2D|Duchenne-like autosomal recessive muscular dystrophy type 2|muscular dystrophy limb-girdle with alpha-sarcoglycan|DMDA2|limb-girdle muscular dystrophy due to alpha-sarcoglycan deficiency|limb-girdle muscular dystrophy type 2D|Alpha-sarcoglycanopathy|LGMD2D|muscular dystrophy, limb-girdle, type 2D; LGMD2D|Adhalinopathy, primary|autosomal recessive limb-girdle muscular dystrophy caused by mutation in SGCA|Duchenne-like autosomal recessive muscular dystrophy, type 2	GARD:0000438	NCIT:C142081	OMIM:608099	DOID:0110278	Orphanet:62	False	True	True	True
MONDO:0004817	non-secretory plasma cell myeloma	non-functioning myeloma|non-secretory myeloma|non-secretory multiple myeloma|non-secreting myeloma|non-secretory plasma cell myeloma		NCIT:C4734		DOID:9547		False	True	True	True
MONDO:0010371	Aland island eye disease	Aland island eye disease|FORSIUS-Eriksson type ocular albinism|AIED|Åland Islands eye disease|ALAND ISLAND eye disease; AIED|AIED|Forsius-Eriksson syndrome|Forsius Eriksson type ocular albinism|Forsius-Eriksson type ocular albinism	GARD:0010574		OMIM:300600	DOID:0050630	Orphanet:178333	False	True	True	True
MONDO:0004447	pituitary stalk meningioma	meningioma of pituitary stalk|pituitary stalk meningioma (disease)|meningioma of the pituitary stalk|meningioma (disease) of pituitary stalk		NCIT:C5311		DOID:8058		False	True	True	True
MONDO:0004065	intermediate cell type choroid melanoma	optic choroid intermediate cell type uveal melanoma|intermediate cell type uveal melanoma of optic choroid|Intermediate cell type choroid melanoma|mixed cell melanoma of choroid		NCIT:C6100		DOID:6996		False	True	True	True
MONDO:0022890	craniosynostosis Fontaine type		GARD:0001595					True	True	True	True
MONDO:0001113	Fiedler's myocarditis	isolated (Fiedler's) myocarditis|fiedler myocarditis|idiopathic myocarditis				DOID:10778		False	True	True	True
MONDO:0002581	spindle cell rhabdomyosarcoma	spindle cell rhabdomyosarcoma (morphologic abnormality)|SCRMS		NCIT:C6519		DOID:3260		False	True	True	True
MONDO:0012787	hereditary spastic paraplegia 39	hereditary spastic paraplegia caused by mutation in PNPLA6|PNPLA6 hereditary spastic paraplegia|spastic paraplegia due to NTE mutation|NTE-related motor neuron disorder|autosomal recessive spastic paraplegia 39|spastic paraplegia 39, autosomal recessive|hereditary spastic paraplegia type 39|spastic paraplegia 39|NTE related motor neuron disorder|SPG39|spastic paraplegia due to neuropathy target esterase mutation|NTE-related motor neuron disorder|spastic paraplegia 39, autosomal recessive; SPG39|NTEMND|autosomal recessive spastic paraplegia type 39	GARD:0004924		OMIM:612020	DOID:0110790	Orphanet:139480	False	True	True	True
MONDO:0004105	childhood epithelioid sarcoma	epithelioid sarcoma|epithelioid sarcoma of childhood|childhood epithelioid sarcoma|pediatric epithelioid sarcoma|pediatric epithelioid sarcoma		NCIT:C8095		DOID:7095		False	True	True	True
MONDO:0012118	COG7-CDG	congenital disorder of glycosylation type IIe|CDG syndrome type IIe|congenital disorder of glycosylation type 2e|COG7-CDG (CDG-IIe)|CDG2E|CDG IIe|carbohydrate deficient glycoprotein syndrome type IIe|CDG-IIe|congenital disorder of glycosylation, type IIe; CDG2E|congenital disorder of glycosylation, type IIe|CDG 2E	GARD:0009842		OMIM:608779		Orphanet:79333	False	True	True	True
MONDO:0019610	Zollinger-Ellison syndrome	Z-E syndrome|ZES|pancreatic ulcerogenic tumor syndrome|Zollinger-Ellison syndrome (disease)|Z E syndrome|Zollinger Ellison syndrome|Zollinger-Ellison syndrome|gastrinoma	GARD:0007918	NCIT:C3453		DOID:0050782	Orphanet:913	False	True	True	True
MONDO:0044631	early-onset familial noncirrhotic portal hypertension						Orphanet:494348	False	True	True	True
MONDO:0014433	Bardet-Biedl syndrome 4	Bardet-Biedl syndrome 4; BBS4|BBS4|Bardet-Biedl syndrome 4|Bardet-Biedl syndrome type 4	GARD:0000823		OMIM:615982	DOID:0110126		True	True	True	True
MONDO:0002125	status epilepticus	SE|grand mal status|GCSE|generalized convulsive status epilepticus	GARD:0010191	NCIT:C85079		DOID:1824		True	False	True	True
MONDO:0013887	heterotaxy, visceral, 6, autosomal	heterotaxy, visceral, 6, autosomal|heterotaxy, visceral, 6, autosomal; HTX6|HTX6			OMIM:614779			False	True	True	True
MONDO:0010271	X-linked myotubular myopathy-abnormal genitalia syndrome	myotubular myopathy with abnormal genital development|Xq28 contiguous gene deletion syndrome			OMIM:300219		Orphanet:456328	False	True	True	True
MONDO:0013702	intellectual disability, autosomal recessive 27	mental retardation, autosomal recessive 27; MRT27|LINS1 autosomal recessive non-syndromic intellectual disability|mental retardation, autosomal recessive type 27|autosomal recessive non-syndromic intellectual disability caused by mutation in LINS1|mental retardation, autosomal recessive 27|MRT27			OMIM:614340			False	True	True	True
MONDO:0010101	Teebi-Shaltout syndrome	Teebi-Shaltout syndrome; TBSH|craniofacial anomalies, abnormal hair, camptodactyly, and caudal appendage|Teebi-Shaltout syndrome|TBSH|Teebi Shaltout syndrome	GARD:0005125		OMIM:272950		Orphanet:3291	True	True	True	True
MONDO:0014910	primary ciliary dyskinesia 35	primary ciliary dyskinesia type 35|TTC25 primary ciliary dyskinesia|CILD35|primary ciliary dyskinesia 35 with or without situs inversus|ciliary dyskinesia, primary, 35, with or without situs inversus|primary ciliary dyskinesia caused by mutation in TTC25|ciliary dyskinesia, primary, 35; CILD35|ciliary dyskinesia, primary, 35|ciliary dyskinesia, primary, type 35			OMIM:617092	DOID:0110620		False	True	True	True
MONDO:0013434	primary ciliary dyskinesia 14	CCDC39 primary ciliary dyskinesia|ciliary dyskinesia, primary, 14; CILD14|ciliary dyskinesia, primary, 14, with or without situs inversus|primary ciliary dyskinesia 14 with or without situs inversus|ciliary dyskinesia, primary, type 14|CILD14|primary ciliary dyskinesia caused by mutation in CCDC39|primary ciliary dyskinesia type 14|ciliary dyskinesia, primary, 14			OMIM:613807	DOID:0110598		False	True	True	True
MONDO:0009605	methemoglobinemia type 4	methemoglobinemia and ambiguous genitalia|CYB5A methemoglobinemia|methemoglobinemia due to deficiency of cytochrome B5, formerly|methemoglobinemia due to deficiency of cytochrome B5|methemoglobinemia caused by mutation in CYB5A|methemoglobinemia and ambiguous genitalia; METAG|METAG|isolated 17,20-lyase deficiency, Pure|methemoglobinemia type Iv, formerly|methemoglobinemia type IV			OMIM:250790			False	True	True	True
MONDO:0018653	Polymerase proofreading-related adenomatous polyposis	PPAP					Orphanet:447877	False	True	True	True
MONDO:0001323	infant gynecomastia	breast engorgement in newborn|neonatal gynaecomastia				DOID:11603		False	True	True	True
MONDO:0011969	ALG8-CDG	ALG8-CDG (CDG-Ih)|CDG syndrome type Ih|congenital disorder of glycosylation type Ih|congenital disorder of glycosylation, type Ih|congenital disorder of glycosylation, type Ih; CDG1H|CDG 1H|glucosyltransferase 2 deficiency|congenital disorder of glycosylation type 1h|carbohydrate deficient glycoprotein syndrome type Ih|CDG-Ih|CDG Ih|CDG1H	GARD:0009834		OMIM:608104		Orphanet:79325	False	True	True	True
MONDO:0014026	congenital stationary night blindness 1F	congenital stationary night blindness type 1F|congenital stationary night blindness caused by mutation in LRIT3|night blindness, congenital stationary, type 1F; CSNB1F|night blindness, congenital stationary, type 1F|LRIT3 congenital stationary night blindness|congenital stationary night blindness 1F autosomal recessive|CSNB1F			OMIM:615058	DOID:0110864		False	True	True	True
MONDO:0017149	drug- or toxin-induced pulmonary arterial hypertension	drug- or toxin-induced PAH					Orphanet:275786	False	True	True	True
MONDO:0054866	sudden arrhythmia death syndrome	sudden cardiac death due to cardiac arrhythmia|SADS|sudden arrhythmic death syndrome	GARD:0009434					True	False	True	True
MONDO:0010524	X-linked sideroblastic anemia with ataxia	XLSA-A|ASAT|sideroblastic anemia with spinocerebellar ataxia|X-linked sideroblastic anemia with spinocerebellar ataxia|anemia, sideroblastic, and spinocerebellar ataxia; ASAT|anemia sideroblastic and spinocerebellar ataxia|X-linked sideroblastic anemia and ataxia|X-linked sideroblastic anemia and spinocerebellar ataxia|X-linked sideroblastic anemia with ataxia|X-linked sideroblastic Anemia and ataxia|anemia, Sex-linked hypochromic Siderobla|anemia, sideroblastic, and spinocerebellar ataxia|Pagon Bird Detter syndrome|Xlsa-A|Pagon-Bird-Detter syndrome	GARD:0000668		OMIM:301310	DOID:0050554	Orphanet:2802	False	True	True	True
MONDO:0009288	glycogen storage disease due to glucose-6-phosphatase deficiency type IB	GSD due to G6P deficiency type IB|glycogenosis due to glucose-6-phosphatase transport defect type IB|GSD1B|glycogen storage disease due to G6P deficiency type IB|GSD type IB|glycogen storage disease Ib; GSD1B|G6P deficiency type IB|glycogen storage disease type IB|GSD Ib|G6PT deficiency|glucose-6-phosphate Transport defect|glycogenosis type 1b|GSD due to G6PT deficiency|glycogen storage disease type I non-a|GSDIb|GSD type 1 non a|glycogenosis due to glucose-6-phosphatase deficiency type 1b|glycogen storage disease Ib|GSD type 1b|glycogen storage disease type 1b|G6P translocase deficiency|glycogenosis type IB	GARD:0002515	NCIT:C122661	OMIM:232220		Orphanet:79259	False	True	True	True
MONDO:0003928	uterine corpus myxoid leiomyosarcoma	myxoid leiomyosarcoma of body of uterus|uterine corpus myxoid leiomyosarcoma|body of uterus myxoid leiomyosarcoma|uterine myxoid leiomyosarcoma		NCIT:C40175		DOID:6567		False	True	True	True
MONDO:0020352	multiple system atrophy, parkinsonian type	MSA-p|MSA, parkinsonian type					Orphanet:98933	False	True	True	True
MONDO:0043176	phosphoribosylpyrophosphate synthetase deficiency	PRPP synthetase deficiency	GARD:0004337					True	False	True	True
MONDO:0014402	severe neurodegenerative syndrome with lipodystrophy	severe neurodegenerative syndrome due to BSCL2 deficiency|encephalopathy, progressive, with or without lipodystrophy|PELD|encephalopathy, progressive, with or without lipodystrophy; PELD			OMIM:615924		Orphanet:363400	False	True	True	True
MONDO:0009952	radioulnar synostosis-developmental delay-hypotonia syndrome	Der Kaloustian-McIntosh-Silver syndrome|radioulnar synostosis, unilateral, with developmental retardation and hypotonia|radioulnar synostosis with developmental delay and hypotonia syndrome|unilateral radio-ulnar synostosis, generalized hypotonia, developmental retardation, and a characteristic facial appearance|der Kaloustian mcintosh silver syndrome	GARD:0001810		OMIM:266255		Orphanet:3270	True	True	True	True
MONDO:0009583	blepharophimosis - intellectual disability syndrome, Ohdo type	Ohdo blepharophimosis syndrome|Ohdo-Madokoro-Sonoda syndrome|mental retardation, congenital heart disease, blepharophimosis, blepharoptosis, and hypoplastic teeth|Ohdo syndrome|blepharophimosis syndrome, Ohdo type|BMRS, Ohdo type			OMIM:249620		Orphanet:2728	False	True	True	True
MONDO:0012252	rhabdoid tumor predisposition syndrome 1	brain tumor, posterior fossa, of infancy, familial|SMARCB1 familial rhabdoid tumor|At/RT|rhabdoid tumor predisposition syndrome 1; RTPS1|malignant rhabdoid tumor, somatic|familial rhabdoid tumor caused by mutation in SMARCB1|rhabdoid tumor predisposition syndrome type 1|rhabdoid tumor predisposition syndrome 1|teratoid tumor, atypical|RTPS1			OMIM:609322			False	True	True	True
MONDO:0010354	Allan-Herndon-Dudley syndrome	T3 resistance|X-linked intellectual disability with hypotonia|MCT8 deficiency|Allan-Herndon syndrome|monocarboxylate transporter-8 deficiency|MCT8-specific Thyroid hormone cell Membrane transporter deficiency|monocarboxylate transporter 8 deficiency|mental retardation, X-linked, with hypotonia|X-linked intellectual disability-hypotonia syndrome|triiodothyronine resistance|ALLAN-Herndon syndrome|Allan-Herndon-Dudley syndrome|T3 resisitence|intellectual disability and muscular atrophy|AHDS|triiodothyronine resistence|mental retardation and muscular atrophy|ALLAN-Herndon-DUDLEY syndrome; AHDS	GARD:0005617	NCIT:C118843	OMIM:300523	DOID:0050631	Orphanet:59	True	True	True	True
MONDO:0009634	microtia with meatal atresia and conductive deafness	Gupta Patton syndrome|familial microtia with meatal atresia and conductive deafness|familial microtia and meatal atresia|microtia, meatal atresia and conductive deafness|microtia with meatal atresia and conductive deafness|microtia meatal atresia deafness dominant	GARD:0003657		OMIM:251800			True	False	True	True
MONDO:0018469	pulmonary non-tuberculous mycobacterial infection	nontuberculous mycobacterial lung disease|non-tuberculous mycobacterial lung disease	GARD:0012829				Orphanet:411703	False	True	True	True
MONDO:0017783	congenital pancreatic cyst	neonatal congenital pancreatic cyst|true congenital pancreatic cyst					Orphanet:313906	False	True	True	True
MONDO:0008436	Sneddon syndrome	livedo reticularis-cerebrovascular accident syndrome|Ehrmann-Sneddon syndrome|livedo racemosa and cerebrovascular accidents|cerebro-vascular lesions and livedo reticularis|idiopathic livedo reticularis with systemic involvement|livedo racemosa-cerebrovascular accident syndrome|Sneddon's syndrome|Sneddon syndrome|livedo reticularis and cerebrovascular accidents	GARD:0007664		OMIM:182410	DOID:13096	Orphanet:820	True	True	True	True
MONDO:0009934	congenital alveolar capillary dysplasia	alveolar capillary dysplasia|alveolar capillary dysplasia with misalignment of pulmonary veins and Other congenital anomalies|congenital alveolar capillary dysplasia with misalignment of pulmonary veins|familial persistent pulmonary hypertension of the newborn|alveolar capillary dysplasia with misalignment of pulmonary vessels|fetal circulation|persistent fetal circulation|pulmonary hypertension, familial persistent of the newborn|persistent fetal circulation syndrome|alveolar capillary dysplasia with misalignment of pulmonary veins|alveolar capillary dysplasia with misalignment of pulmonary veins and other congenital anomalies|congenital alveolar capillary dysplasia|persistent fetal circulation syndrome|ACDMPV|alveolar capillary dysplasia with pulmonary venous misalignment|persistent pulmonary hypertension of the newborn|alveolar capillary dysplasia with misalignment of pulmonary veins; ACDMPV	GARD:0008644	NCIT:C98809	OMIM:265380	DOID:13042	Orphanet:210122	True	True	True	True
MONDO:0010658	syndromic X-linked intellectual disability 12	X-linked intellectual disability, Wilson type|MRXS12|mental retardation, X-linked, syndromic 12; MRXS12|syndromic X-linked intellectual disability type 12|mental retardation, X-linked, syndromic 12			OMIM:309545	DOID:0060804	Orphanet:85290	False	True	True	True
MONDO:0020408	complete atrioventricular canal-tetralogy of fallot syndrome	CAVC-Fallot tetralogy syndrome|CAVC type C|complete atrioventricular canal type C					Orphanet:99068	False	True	True	True
MONDO:0018334	chronic hiccup	intractable singultus|intractable hiccups|Hiccups, intractable|persistent hiccups|chronic hiccups	GARD:0006657				Orphanet:396	True	True	True	True
MONDO:0008992	Juberg-Hayward syndrome	cleft LIP/palate with abnormal thumbs and microcephaly|Juberg-Hayward syndrome|cleft lip/palate-abnormal thumbs-microcephaly syndrome|JHS|Orocraniodigital syndrome	GARD:0003060		OMIM:216100		Orphanet:2319	True	True	True	True
MONDO:0015838	cordiform uterus	uterus arcuatus|uterus cordiformis					Orphanet:180118	False	True	True	True
MONDO:0017992	autoinflammatory syndrome with pyogenic bacterial infection and amylopectinosis						Orphanet:329173	False	True	True	True
MONDO:0009843	hypomyelinating leukodystrophy 3	leukodystrophy, hypomyelinating, 3; HLD3|leukodystrophy caused by mutation in AIMP1|HLD3|Pelizaeus-Merzbacher-like disease due to AIMP1 mutation|leukodystrophy, hypomyelinating, type 3|hypomyelinating leukodystrophy type 3|perinatal Sudanophilic leukodystrophy|leukodystrophy, hypomyelinating 3|AIMP1 leukodystrophy|leukodystrophy, hypomyelinating, 3	GARD:0004266		OMIM:260600	DOID:0060790	Orphanet:280293	True	True	True	True
MONDO:0003952	adult central nervous system choriocarcinoma	adult choriocarcinoma of the central nervous system|choriocarcinoma of the adult CNS|Central nervous system choriocarcinoma|choriocarcinoma of adult CNS|choriocarcinoma of adult central nervous system|choriocarcinoma of the adult central nervous system|adult CNS choriocarcinoma|choriocarcinoma of the central nervous system of adults|adult central nervous system choriocarcinoma		NCIT:C5793		DOID:6634		False	True	True	True
MONDO:0013837	deafness-encephaloneuropathy-obesity-valvulopathy syndrome	coenzyme Q10 deficiency, primary, 2; COQ10D2|COQ10D2|hearing loss-encephaloneuropathy-obesity-valvulopathy syndrome|coenzyme Q10 deficiency, primary, type 2|coenzyme Q10 deficiency, primary, 2			OMIM:614651	DOID:0070239	Orphanet:254898	False	True	True	True
MONDO:0022785	cleft palate cardiac defect ectrodactyly		GARD:0001387					True	False	True	True
MONDO:0008853	Barber-Say syndrome	hypertrichosis atrophic skin ectropion macrostomia|Barber Say syndrome|Barber-Say syndrome|BARBER-SAY syndrome; BBRSAY|BBRSAY|Bss|hypertrichosis-atrophic skin-ectropion-macrostomia syndrome|hypertrichosis, atrophic skin, ectropion, and macrostomia	GARD:0000819		OMIM:209885	DOID:0060549	Orphanet:1231	True	True	True	True
MONDO:0012705	familial temporal lobe epilepsy 3	familial temporal lobe epilepsy type 3|epilepsy, familial mesial temporal lobe|FMTLE|familial mesial temporal lobe epilepsy|ETL3|epilepsy, familial temporal lobe, 3; ETL3|epilepsy, familial temporal lobe, 3			OMIM:611630	DOID:0060750		False	True	True	True
MONDO:0013141	autosomal dominant macrothrombocytopenia TUBB1-related	TUBB1 autosomal dominant macrothrombocytopenia|autosomal dominant macrothrombocytopenia caused by mutation in TUBB1|macrothrombocytopenia, autosomal dominant, TUBB1-related			OMIM:613112	DOID:0090102		False	True	True	True
MONDO:0100052	acetazolamide-responsive hereditary episodic ataxia							False	True	True	True
MONDO:0006140	cervical mucinous adenocarcinoma, minimal deviation variant	cervical mucinous adenocarcinoma, minimal deviation variant|cervical mucinous adenocarcinoma, minimal deviation type|cervical adenoma malignum		NCIT:C40206		DOID:6627		False	True	True	True
MONDO:0007230	Brachymorphism-onychodysplasia-dysphalangism syndrome	bod syndrome|Brachymorphism onychodysplasia dysphalangism syndrome|Brachymorphism-onychodysplasia-dysphalangism syndrome|Senior syndrome	GARD:0000918		OMIM:113477		Orphanet:1292	False	True	True	True
MONDO:0020332	systemic mastocytosis with an associated clonal hematologic non-mast cell lineage disease	systemic mastocytosis with associated hematologic neoplasm					Orphanet:98849	False	True	True	True
MONDO:0019640	posterior urethral valve	congenital posterior urethral valves|PUV|Posterior urethral valves	GARD:0007439	NCIT:C99021			Orphanet:93110	False	True	True	True
MONDO:0017360	vitamin B12-unresponsive methylmalonic acidemia type mut0	complete deficiency of methylmalonyl-CoA mutase|Vitamin B12-unresponsive methylmalonic aciduria type mut0					Orphanet:289916	False	True	True	True
MONDO:0016836	16p13.11 microdeletion syndrome	monosomy 16p13.11|Del(16)(p13.11)					Orphanet:261236	False	True	True	True
MONDO:0004498	sacral spinal canal and spinal cord meningioma	meningioma of sacral spinal canal and spinal cord|meningioma of the sacral spinal canal and spinal cord|sacral intraspinal meningioma		NCIT:C5299		DOID:8203		False	True	True	True
MONDO:0013819	intellectual disability, autosomal dominant 14	CSS2|ARID1A Coffin-Siris syndrome|COFFIN-SIRIS syndrome 2; CSS2|mental retardation, autosomal dominant 14; MRD14|MRD14|Coffin-Siris syndrome caused by mutation in ARID1A|mental retardation, autosomal dominant 14|autosomal dominant mental retardation 14|Coffin-Siris syndrome 2|mental retardation, autosomal dominant type 14			OMIM:614607	DOID:0070044		False	True	True	True
MONDO:0010495	trichothiodystrophy 5, nonphotosensitive	RNF113A nonphotosensitive trichothiodystrophy|trichothiodystrophy 5, nonphotosensitive; TTD5|nonphotosensitive trichothiodystrophy caused by mutation in RNF113A|trichothiodystrophy 5, nonphotosensitive|TTD5			OMIM:300953			False	True	True	True
MONDO:0008782	amyotrophic lateral sclerosis with polyglucosan bodies	amyotrophic lateral sclerosis with polyglucosan bodies			OMIM:205250			False	True	True	True
MONDO:0014939	congenital myasthenic syndrome 20	congenital myasthenic syndrome caused by mutation in SLC5A7|myasthenic syndrome, congenital, 20, presynaptic|myasthenic syndrome, congenital, 20, presynaptic; CMS20|CMS20|congenital myasthenic syndrome type 20|congenital myasthenic syndrome 20 presynaptic|SLC5A7 congenital myasthenic syndrome			OMIM:617143	DOID:0110661		False	True	True	True
MONDO:0013608	Joubert syndrome 13	JBTS13|Joubert syndrome 13|Joubert syndrome 13; JBTS13|TCTN1 Joubert syndrome|Joubert syndrome type 13|Joubert syndrome caused by mutation in TCTN1			OMIM:614173	DOID:0110982		False	True	True	True
MONDO:0011137	retinitis pigmentosa 19	retinitis pigmentosa 19|ABCA4 retinitis pigmentosa|retinitis pigmentosa 19; RP19|retinitis pigmentosa type 19|retinitis pigmentosa caused by mutation in ABCA4|RP19|RP 19	GARD:0010398		OMIM:601718	DOID:0110354		True	True	True	True
MONDO:0009403	hypertelorism and tetralogy of fallot	hypertelorism and tetralogy of fallot	GARD:0002848		OMIM:239711			True	False	True	True
MONDO:0018269	white platelet syndrome	platelet granule deficiency disorder	GARD:0009282				Orphanet:370131	True	True	True	True
MONDO:0011673	autosomal dominant nonsyndromic deafness 30	autosomal dominant nonsyndromic deafness type 30|autosomal dominant deafness 30|DFNA30|deafness, autosomal dominant 30|deafness, autosomal dominant 30; DFNA30			OMIM:606451	DOID:0110560		False	True	True	True
MONDO:0017328	non-central nervous system-localized embryonal carcinoma	non-CNS-localized embryonal carcinoma					Orphanet:289362	False	True	True	True
MONDO:0015706	mosaic trisomy 1	Mosaic trisomy type 1|trisomy 1 mosaicism|Mosaic trisomy chromosome 1					Orphanet:1692	False	True	True	True
MONDO:0010530	anus, imperforate	anal stenosis|anus, imperforate|anorectal malformations	GARD:0006769		OMIM:207500			False	True	True	True
MONDO:0015557	Smouldering systemic mastocytosis						Orphanet:158775	False	True	True	True
MONDO:0001845	uterine corpus lipoleiomyoma	uterine corpus lipomatous leiomyoma		NCIT:C40168		DOID:13957		False	True	True	True
MONDO:0016724	papillary tumor of the pineal region	PTPR		NCIT:C92624			Orphanet:251915	False	True	True	True
MONDO:0000927	asymptomatic neurosyphilis					DOID:10035		False	True	True	True
MONDO:0012371	Noonan syndrome 3	Noonan syndrome 3|Noonan syndrome 3; NS3|KRAS Noonan syndrome|Noonan syndrome caused by mutation in KRAS|kras Noonan syndrome|Noonan syndrome caused by mutation in kras|Noonan syndrome type 3|kras gene related Noonan syndrome|NS3	GARD:0009885		OMIM:609942	DOID:0060581		True	True	True	True
MONDO:0013922	Seckel syndrome 7	Seckel syndrome 7|NIN Seckel syndrome|Seckel syndrome caused by mutation in NIN|microcephalic primordial dwarfism, Dauber type|SCKL7|Seckel syndrome 7; SCKL7|Seckel syndrome type 7			OMIM:614851	DOID:0070011	Orphanet:319675	False	True	True	True
MONDO:0013815	FGFR2-related bent bone dysplasia	bent bone dysplasia syndrome|BBDS|bent bone dysplasia (BBD)-FGFR2 type|bent bone dysplasia syndrome; BBDS|perinatal lethal bent bone dysplasia	GARD:0010965		OMIM:614592		Orphanet:313855	False	True	True	True
MONDO:0023543	Katsantoni-Papadakou-Lagoyanni syndrome	Trichodermal syndrome and mental retardation|Katsantoni Papadakou Lagoyanni syndrome	GARD:0003081					True	False	True	True
MONDO:0014253	autoimmune lymphoproliferative syndrome type 3	autoimmune lymphoproliferative syndrome, type 3|autoimmune lymphoproliferative syndrome, type III|PRKCD autoimmune lymphoproliferative syndrome|autoimmune lymphoproliferative syndrome-undetermined variant|type 3 ALPS|autoimmune lymphoproliferative syndrome caused by mutation in PRKCD|common variable immunodeficiency 9|CVID9|immunodeficiency, common variable, 9, formerly|autoimmune lymphoproliferative syndrome type III|autoimmune lymphoproliferative syndrome, type III; ALPS3|immunodeficiency, common variable, 9|type 3 autoimmune lymphoproliferative syndrome|ALPS3|ALPS-U		NCIT:C39577	OMIM:615559	DOID:0110119		False	True	True	True
MONDO:0012375	autosomal recessive nonsyndromic deafness 47	deafness, neurosensory, autosomal recessive 47|autosomal recessive deafness 47|deafness, autosomal recessive 47; DFNB47|DFNB47|autosomal recessive nonsyndromic deafness type 47|deafness, autosomal recessive 47	GARD:0009935		OMIM:609946	DOID:0110504		False	True	True	True
MONDO:0011226	autosomal dominant nonsyndromic deafness 15	autosomal dominant nonsyndromic deafness caused by mutation in POU4F3|deafness, autosomal dominant 15; DFNA15|POU4F3 autosomal dominant nonsyndromic deafness|deafness, autosomal dominant 15|deafness, autosomal dominant type 15|autosomal dominant nonsyndromic deafness type 15|autosomal dominant deafness 15|DFNA15			OMIM:602459	DOID:0110546		False	True	True	True
MONDO:0009188	epilepsy-telangiectasia syndrome	epilepsy telangiectasia|epilepsy-telangiectasia|mental retardation, epilepsy, palpebral conjunctival telangiectasias and IgA deficiency	GARD:0002168		OMIM:226850		Orphanet:1951	False	True	True	True
MONDO:0019479	histiocytic sarcoma	histiocytic sarcoma|sarcoma, histiocytic, malignant		NCIT:C27349			Orphanet:86896	False	True	True	True
MONDO:0024559	AAT1	aortic dissection, familial|aortic aneurysm, familial thoracic 1; AAT1|aortic aneurysm, familial thoracic|FAA1|aneurysm, thoracic aortic|Erdheim cystic medial necrosis of aorta|AAT1|annuloaortic ectasia			OMIM:607086			False	True	True	True
MONDO:0016008	fetal hydantoin syndrome	fetal dihydantoin syndrome|phenytoin embryofetopathy|phenytoin embryopathy|Dilantin embryopathy	GARD:0006435	NCIT:C98927			Orphanet:1912	True	True	True	True
